emp_no,first_name,last_name,title,from_date,to_date
76477,Fumitake,Callaway,Senior Engineer,1995-05-22,9999-01-01
76478,Denis,Lichtner,Engineer,1992-01-31,1997-01-30
76478,Denis,Lichtner,Senior Engineer,1997-01-30,9999-01-01
76481,Suvo,Ruemmler,Engineer,1992-11-05,1993-06-30
76484,Leucio,Raoux,Senior Staff,1996-01-15,9999-01-01
76484,Leucio,Raoux,Staff,1988-01-15,1996-01-15
76488,Baruch,Sridhar,Technique Leader,1988-06-19,9999-01-01
76489,Atreyi,Hoogerwoord,Engineer,1990-08-24,1996-08-23
76489,Atreyi,Hoogerwoord,Senior Engineer,1996-08-23,9999-01-01
76493,Mansur,Oxman,Senior Staff,2000-06-02,9999-01-01
76493,Mansur,Oxman,Staff,1992-06-02,2000-06-02
76494,Sverrir,Pulkowski,Engineer,1992-12-26,2000-12-26
76494,Sverrir,Pulkowski,Senior Engineer,2000-12-26,9999-01-01
76495,Zhonghua,Cangellaris,Senior Staff,1992-03-16,1995-09-29
76495,Zhonghua,Cangellaris,Staff,1987-03-17,1992-03-16
76496,Remmert,Basart,Senior Staff,1999-05-31,9999-01-01
76496,Remmert,Basart,Staff,1994-05-31,1999-05-31
76498,Carrsten,Deyuan,Technique Leader,1989-05-10,9999-01-01
76501,Feixiong,Leslie,Technique Leader,1991-12-24,9999-01-01
76504,Gou,Marwedel,Assistant Engineer,1999-12-05,2001-10-17
76505,Venkatesan,Kieras,Engineer,1995-02-22,9999-01-01
76510,Barry,Fiebach,Senior Staff,1989-06-25,9999-01-01
76512,Arne,Delgrossi,Senior Staff,1998-02-06,9999-01-01
76512,Arne,Delgrossi,Staff,1993-02-06,1998-02-06
76516,Arnd,Kroll,Senior Staff,1998-06-29,9999-01-01
76516,Arnd,Kroll,Staff,1989-06-29,1998-06-29
76521,Uinam,Fritzsche,Engineer,1999-08-24,9999-01-01
76523,Muneo,Matheson,Engineer,1994-11-19,9999-01-01
76530,Honesty,Benner,Engineer,1988-09-09,1996-09-09
76530,Honesty,Benner,Senior Engineer,1996-09-09,9999-01-01
76531,Bodo,Hebden,Senior Staff,1996-03-05,9999-01-01
76531,Bodo,Hebden,Staff,1990-03-06,1996-03-05
76536,Mikhail,Daescu,Senior Engineer,1989-10-31,9999-01-01
76539,Cordelia,Monarch,Engineer,1987-02-05,1993-02-04
76539,Cordelia,Monarch,Senior Engineer,1993-02-04,9999-01-01
76541,Nigel,Bharadwaj,Senior Staff,1993-03-03,9999-01-01
76541,Nigel,Bharadwaj,Staff,1987-03-04,1993-03-03
76542,Mrinalini,Erie,Engineer,1991-08-21,1994-03-20
76543,Reinhold,Miculan,Senior Staff,1993-11-14,9999-01-01
76543,Reinhold,Miculan,Staff,1986-11-14,1993-11-14
76545,Roddy,Neimat,Senior Engineer,1997-11-27,2001-11-09
76549,Goetz,Narwekar,Senior Staff,1986-04-21,9999-01-01
76555,Jayesh,Passafiume,Senior Engineer,1999-02-22,9999-01-01
76559,Guiseppe,Segond,Engineer,1986-03-08,1995-03-08
76559,Guiseppe,Segond,Senior Engineer,1995-03-08,1998-02-26
76561,Alagu,Hofstetter,Staff,1996-11-13,9999-01-01
76562,Renee,Basart,Senior Staff,1995-10-30,9999-01-01
76562,Renee,Basart,Staff,1986-10-30,1995-10-30
76563,Demin,Couchot,Engineer,1998-04-05,2001-10-08
76565,Teunis,Manders,Staff,1985-11-01,1990-01-06
76566,Tsvetan,Pettit,Staff,1991-06-02,1993-06-16
76577,Horward,Zyda,Senior Staff,2000-02-20,9999-01-01
76577,Horward,Zyda,Staff,1993-02-19,2000-02-20
76580,Berto,Sinicrope,Engineer,1987-09-14,1996-09-13
76580,Berto,Sinicrope,Senior Engineer,1996-09-13,2001-03-18
76581,Munehiro,Thisen,Senior Staff,1999-08-02,9999-01-01
76581,Munehiro,Thisen,Staff,1994-08-02,1999-08-02
76583,Christoph,Mahnke,Staff,1993-10-16,1999-03-07
76586,Karlis,Schurmann,Engineer,1987-07-07,1995-07-07
76586,Karlis,Schurmann,Senior Engineer,1995-07-07,9999-01-01
76587,Jiakeng,Biros,Senior Engineer,1995-04-04,9999-01-01
76590,Mats,Bazelow,Senior Staff,1994-08-30,9999-01-01
76590,Mats,Bazelow,Staff,1987-08-30,1994-08-30
76591,Cordelia,Mikschl,Senior Staff,1995-09-28,9999-01-01
76591,Cordelia,Mikschl,Staff,1989-09-28,1995-09-28
76605,Randy,Slobodova,Senior Staff,1991-11-30,9999-01-01
76607,Temple,Geffroy,Engineer,1997-10-24,1998-05-26
76609,Boguslaw,Swick,Staff,1998-12-29,9999-01-01
76612,Lakshmi,Krohn,Engineer,1991-01-30,1999-01-30
76612,Lakshmi,Krohn,Senior Engineer,1999-01-30,1999-09-29
76629,Xuejun,Conde,Staff,1999-09-29,9999-01-01
76632,Froduald,Szmurlo,Engineer,1991-12-26,2000-12-25
76632,Froduald,Szmurlo,Senior Engineer,2000-12-25,9999-01-01
76634,Utz,McClure,Staff,1996-05-15,9999-01-01
76636,Xiaoshan,Gomatam,Senior Staff,1998-12-03,9999-01-01
76636,Xiaoshan,Gomatam,Staff,1993-12-03,1998-12-03
76642,Hein,Goldhammer,Engineer,1985-12-05,1990-12-05
76642,Hein,Goldhammer,Senior Engineer,1990-12-05,9999-01-01
76644,Huei,Junet,Engineer,1998-12-11,9999-01-01
76648,Rajmohan,Camarinopoulos,Assistant Engineer,1990-01-29,1997-01-29
76648,Rajmohan,Camarinopoulos,Engineer,1997-01-29,9999-01-01
76654,Shunichi,Niizuma,Senior Engineer,1991-01-18,9999-01-01
76664,Felicidad,Rosenbaum,Senior Staff,2002-04-15,9999-01-01
76664,Felicidad,Rosenbaum,Staff,1997-04-15,2002-04-15
76667,Luisa,Puppe,Senior Staff,1997-07-05,9999-01-01
76667,Luisa,Puppe,Staff,1988-07-05,1997-07-05
76670,Oscar,Levasseur,Senior Staff,2000-10-01,9999-01-01
76670,Oscar,Levasseur,Staff,1991-10-02,2000-10-01
76672,Remko,Peris,Engineer,1988-12-07,1993-12-07
76672,Remko,Peris,Senior Engineer,1993-12-07,9999-01-01
76673,Cathie,Rando,Engineer,1988-02-18,1997-02-17
76673,Cathie,Rando,Senior Engineer,1997-02-17,9999-01-01
76674,Hitomi,Nourani,Senior Staff,2002-01-29,9999-01-01
76674,Hitomi,Nourani,Staff,1995-01-29,2002-01-29
76675,Kazuyasu,Chinen,Staff,1989-09-08,1990-04-28
76679,Moie,Rullman,Engineer,1995-10-09,9999-01-01
76680,Uriel,Collette,Senior Staff,1998-01-07,9999-01-01
76680,Uriel,Collette,Staff,1989-01-07,1998-01-07
76682,Pohua,Ozeri,Senior Engineer,1997-10-25,9999-01-01
76687,Heeju,Siochi,Senior Engineer,1987-01-07,9999-01-01
76689,Mansur,Steinauer,Engineer,1993-06-15,2001-06-15
76689,Mansur,Steinauer,Senior Engineer,2001-06-15,9999-01-01
76690,Shaowen,Danley,Engineer,1987-01-12,1994-01-12
76690,Shaowen,Danley,Senior Engineer,1994-01-12,9999-01-01
76692,Sumant,Coorg,Engineer,1992-11-07,1999-11-07
76696,Saniya,Steenbeek,Staff,1998-02-27,9999-01-01
76703,Hairong,Huttel,Engineer,1992-01-08,1999-01-08
76703,Hairong,Huttel,Senior Engineer,1999-01-08,9999-01-01
76704,Valery,Shackel,Engineer,1988-09-10,1993-09-10
76704,Valery,Shackel,Senior Engineer,1993-09-10,9999-01-01
76705,Alair,Suermann,Senior Staff,2000-07-20,9999-01-01
76705,Alair,Suermann,Staff,1994-07-21,2000-07-20
76709,Berto,Georg,Engineer,1988-07-11,1996-07-11
76709,Berto,Georg,Senior Engineer,1996-07-11,9999-01-01
76717,Jamaludin,Kitai,Staff,1993-08-24,9999-01-01
76719,Filipp,Smeets,Engineer,1986-02-01,1994-08-02
76721,Kendra,Kamble,Senior Staff,1999-06-27,9999-01-01
76721,Kendra,Kamble,Staff,1994-06-27,1999-06-27
76722,Kristina,Yavatkar,Senior Staff,1997-08-14,9999-01-01
76722,Kristina,Yavatkar,Staff,1990-08-14,1997-08-14
76724,Gino,Lueh,Senior Staff,1996-05-24,9999-01-01
76724,Gino,Lueh,Staff,1987-05-25,1996-05-24
76725,Dipankar,Swen,Engineer,1990-05-17,1995-05-17
76725,Dipankar,Swen,Senior Engineer,1995-05-17,1998-06-23
76727,Valeri,Dusink,Engineer,1988-04-28,1994-04-28
76727,Valeri,Dusink,Senior Engineer,1994-04-28,9999-01-01
76730,Yucai,Lamma,Engineer,1989-01-02,1998-01-02
76730,Yucai,Lamma,Senior Engineer,1998-01-02,9999-01-01
76735,Hidekazu,Bashian,Senior Staff,1990-05-09,9999-01-01
76737,Ewing,Zschoche,Senior Staff,1998-09-16,9999-01-01
76737,Ewing,Zschoche,Staff,1990-09-16,1998-09-16
76739,Xinyu,Ravishankar,Senior Engineer,1995-09-21,9999-01-01
76743,Mechthild,Simmel,Senior Staff,1997-10-21,9999-01-01
76743,Mechthild,Simmel,Staff,1988-10-21,1997-10-21
76745,Mana,Ranai,Staff,1991-01-01,1991-01-27
76749,Luise,Raoux,Staff,1994-08-01,9999-01-01
76750,Tomoyuki,Eastman,Technique Leader,1994-07-27,9999-01-01
76751,Koldo,Guardalben,Engineer,1995-05-12,2001-05-11
76751,Koldo,Guardalben,Senior Engineer,2001-05-11,9999-01-01
76754,Sanjay,Roison,Engineer,1987-11-22,1994-11-22
76754,Sanjay,Roison,Senior Engineer,1994-11-22,9999-01-01
76755,Masamitsu,Chimia,Senior Staff,1985-06-05,1992-09-06
76757,Marsal,Halloran,Senior Staff,1999-11-22,9999-01-01
76757,Marsal,Halloran,Staff,1991-11-22,1999-11-22
76759,Zvonko,Hammerschmidt,Staff,1999-02-16,9999-01-01
76760,Adib,Bale,Assistant Engineer,1993-02-04,2002-02-04
76760,Adib,Bale,Engineer,2002-02-04,9999-01-01
76761,Raimond,Aloia,Senior Staff,1994-02-14,9999-01-01
76761,Raimond,Aloia,Staff,1987-02-14,1994-02-14
76763,Alejandra,Menyhert,Engineer,1991-08-18,1997-08-17
76763,Alejandra,Menyhert,Senior Engineer,1997-08-17,9999-01-01
76764,Shuzo,Gien,Engineer,1988-10-28,1996-10-27
76764,Shuzo,Gien,Senior Engineer,1996-10-27,9999-01-01
76766,Sariel,Maierhofer,Senior Staff,1987-08-27,9999-01-01
76767,Weiru,Chachaty,Staff,1991-05-29,1998-09-30
76772,Gao,Garigliano,Senior Engineer,1991-03-07,9999-01-01
76773,Baruch,Wallrath,Assistant Engineer,1996-06-04,1997-07-02
76774,Zsolt,Montemayor,Staff,1998-03-10,9999-01-01
76775,Arfst,Pietrzykowski,Engineer,1988-04-25,1996-04-25
76775,Arfst,Pietrzykowski,Senior Engineer,1996-04-25,9999-01-01
76779,Branimir,Reeker,Senior Staff,1998-03-05,9999-01-01
76779,Branimir,Reeker,Staff,1990-03-05,1998-03-05
76780,Vivian,Khamsi,Senior Engineer,1999-04-28,2002-04-20
76786,Tomofumi,Karlin,Engineer,1987-07-08,1994-07-08
76786,Tomofumi,Karlin,Senior Engineer,1994-07-08,9999-01-01
76788,Shigeu,Conia,Assistant Engineer,1986-01-29,1993-06-03
76795,Subhankar,Tetzlaff,Staff,1997-08-06,1998-02-21
76798,Tuval,Olivero,Staff,1999-04-18,9999-01-01
76801,Bernice,Vitiello,Staff,1995-08-20,9999-01-01
76802,Serap,Versino,Engineer,1989-02-02,1997-02-02
76802,Serap,Versino,Senior Engineer,1997-02-02,2002-04-02
76808,Shin,Randt,Senior Engineer,1998-04-07,9999-01-01
76809,Sariel,Zhiwei,Engineer,1989-12-20,1997-12-20
76809,Sariel,Zhiwei,Senior Engineer,1997-12-20,9999-01-01
76811,Ronnie,Kushner,Staff,1997-05-15,9999-01-01
76813,Tua,Pietrzykowski,Engineer,1991-02-26,2000-02-26
76813,Tua,Pietrzykowski,Senior Engineer,2000-02-26,9999-01-01
76816,Aamod,Terlouw,Engineer,1996-03-18,9999-01-01
76820,Mohan,Prochazka,Engineer,1999-07-16,9999-01-01
76822,Rafail,Gniady,Engineer,1986-07-03,1993-07-03
76822,Rafail,Gniady,Senior Engineer,1993-07-03,9999-01-01
76823,Constantino,Wissmann,Engineer,1995-05-23,1999-03-11
76825,Sasan,Zaumen,Engineer,1986-03-25,1991-03-25
76825,Sasan,Zaumen,Senior Engineer,1991-03-25,9999-01-01
76827,Alejandro,Lubachevsky,Engineer,1989-01-04,1996-11-09
76829,Rafols,Puoti,Senior Engineer,1999-11-29,9999-01-01
76831,Anoosh,Schlegelmilch,Assistant Engineer,1991-03-30,1998-03-30
76831,Anoosh,Schlegelmilch,Engineer,1998-03-30,1999-03-17
76833,Guangming,Orsini,Engineer,1995-08-05,9999-01-01
76838,Mariusz,Azulay,Senior Staff,1987-12-07,1998-07-09
76839,Jinpo,Wielonsky,Technique Leader,1997-04-29,9999-01-01
76840,Raimond,Petersohn,Engineer,1993-08-16,1998-08-16
76840,Raimond,Petersohn,Senior Engineer,1998-08-16,9999-01-01
76841,Baziley,Peris,Staff,1999-04-29,2000-06-10
76842,Huican,Byoun,Assistant Engineer,1995-06-14,2001-06-13
76842,Huican,Byoun,Engineer,2001-06-13,9999-01-01
76843,Dmitri,Bhattacharjee,Engineer,1987-10-11,1993-10-10
76843,Dmitri,Bhattacharjee,Senior Engineer,1993-10-10,9999-01-01
76849,Hailing,Itzigehl,Engineer,1998-01-12,9999-01-01
76853,Sanjit,Puppo,Engineer,1986-08-25,1994-08-25
76853,Sanjit,Puppo,Senior Engineer,1994-08-25,9999-01-01
76858,Danny,Thimonier,Assistant Engineer,1993-01-09,2002-01-09
76858,Danny,Thimonier,Engineer,2002-01-09,9999-01-01
76861,Hailing,Rusmann,Engineer,1996-02-23,1996-05-14
76865,Harjit,Thorelli,Senior Engineer,1990-06-29,9999-01-01
76871,Lokesh,Deville,Senior Staff,1995-10-21,1999-05-25
76872,Ramya,Frijda,Senior Staff,1993-04-01,9999-01-01
76876,Lalit,Hiraishi,Engineer,1996-03-12,9999-01-01
76878,Abdelwaheb,Turnbull,Staff,1995-07-30,9999-01-01
76879,Laurentiu,Crooks,Engineer,1997-02-07,1997-07-22
76881,Zsolt,Pusterhofer,Senior Staff,1996-09-22,9999-01-01
76881,Zsolt,Pusterhofer,Staff,1990-09-23,1996-09-22
76882,Kristen,Welham,Engineer,1996-12-25,2002-03-25
76884,Yechezkel,Sherertz,Engineer,1991-01-26,2000-01-26
76884,Yechezkel,Sherertz,Senior Engineer,2000-01-26,9999-01-01
76885,Heather,Snedden,Engineer,1989-08-17,1996-08-17
76885,Heather,Snedden,Senior Engineer,1996-08-17,9999-01-01
76886,Shaw,Makrucki,Engineer,1989-08-04,1997-08-04
76886,Shaw,Makrucki,Senior Engineer,1997-08-04,9999-01-01
76889,Danae,Mahnke,Senior Staff,1997-04-28,9999-01-01
76889,Danae,Mahnke,Staff,1991-04-29,1997-04-28
76891,Freyja,Ramsey,Engineer,1987-10-27,1993-09-15
76894,Aiman,Hennebert,Staff,1990-06-30,1992-12-27
76895,Souichi,Meriste,Engineer,1993-04-01,2000-04-01
76895,Souichi,Meriste,Senior Engineer,2000-04-01,9999-01-01
76896,Sandeepan,Sabnani,Staff,1993-10-14,2000-06-16
76897,Achilleas,Bamford,Engineer,1999-07-27,9999-01-01
76899,Hongzhu,Comte,Engineer,1987-06-05,1995-06-05
76899,Hongzhu,Comte,Senior Engineer,1995-06-05,9999-01-01
76901,Shaowen,Chiodo,Staff,1999-05-10,9999-01-01
76905,Honesty,Rajcani,Staff,1994-02-06,9999-01-01
76909,Samphel,Luft,Engineer,1992-12-05,2001-12-05
76909,Samphel,Luft,Senior Engineer,2001-12-05,9999-01-01
76912,Sanjoy,Rusmann,Engineer,1990-01-27,1999-01-27
76912,Sanjoy,Rusmann,Senior Engineer,1999-01-27,9999-01-01
76916,Yonghong,Morton,Engineer,1985-03-19,1992-03-19
76916,Yonghong,Morton,Senior Engineer,1992-03-19,9999-01-01
76923,Shigehito,Blokdijk,Engineer,1994-06-22,1999-06-22
76923,Shigehito,Blokdijk,Senior Engineer,1999-06-22,9999-01-01
76924,Dmitry,Cooke,Senior Staff,1999-12-04,9999-01-01
76924,Dmitry,Cooke,Staff,1992-12-03,1999-12-04
76932,Radoslaw,Perfilyeva,Senior Staff,2001-10-18,9999-01-01
76932,Radoslaw,Perfilyeva,Staff,1993-10-18,2001-10-18
76937,Shuji,Matzat,Senior Staff,1993-04-03,1995-09-07
76939,Xiping,Rodite,Engineer,1999-07-03,9999-01-01
76942,Wuxu,Koblick,Staff,1999-10-08,9999-01-01
76943,Sanjoy,Poulakidas,Assistant Engineer,1988-07-17,1995-07-18
76943,Sanjoy,Poulakidas,Engineer,1995-07-18,2002-04-28
76944,Niclas,Thiria,Engineer,1993-05-10,1999-05-10
76944,Niclas,Thiria,Senior Engineer,1999-05-10,9999-01-01
76946,Heng,Rijsenbrij,Staff,1998-03-02,9999-01-01
76948,Greger,Crabtree,Engineer,1991-02-15,1998-02-15
76948,Greger,Crabtree,Senior Engineer,1998-02-15,9999-01-01
76950,Mechthild,Legleitner,Staff,1998-10-24,9999-01-01
76957,Saniya,Rosca,Technique Leader,1988-05-14,9999-01-01
76958,Persi,Mellouli,Technique Leader,1999-07-18,9999-01-01
76960,Bingning,Chaudhury,Senior Staff,1996-01-20,9999-01-01
76960,Bingning,Chaudhury,Staff,1991-01-20,1996-01-20
76961,Luisa,Nishimukai,Engineer,1987-05-26,1992-05-25
76961,Luisa,Nishimukai,Senior Engineer,1992-05-25,9999-01-01
76964,Guangming,Lovengreen,Senior Staff,1999-06-16,9999-01-01
76970,Christfried,Langford,Technique Leader,1994-05-02,9999-01-01
76971,Mabo,Spataro,Assistant Engineer,1992-06-19,1997-09-28
76977,Sigeru,Stroustrup,Senior Staff,1994-03-20,9999-01-01
76977,Sigeru,Stroustrup,Staff,1985-03-20,1994-03-20
76978,Florina,Halloran,Assistant Engineer,1998-01-14,2001-07-19
76979,Claude,Fiutem,Senior Staff,1997-12-02,9999-01-01
76979,Claude,Fiutem,Staff,1988-12-02,1997-12-02
76983,Rajmohan,Ozeri,Senior Engineer,1993-11-30,9999-01-01
76985,Amalendu,Fontan,Senior Engineer,1991-03-15,9999-01-01
76986,Gianluca,Pearson,Technique Leader,1993-11-18,9999-01-01
76998,Tomoyuki,Mawatari,Engineer,1987-08-03,1995-08-03
76998,Tomoyuki,Mawatari,Senior Engineer,1995-08-03,1997-03-23
77002,Aran,Ratnakar,Senior Engineer,1988-10-23,9999-01-01
77004,Remzi,Janocha,Staff,1992-05-26,1994-10-31
77005,Hercules,Rosin,Staff,1997-09-01,9999-01-01
77010,Bojan,Peroz,Engineer,1994-08-23,2000-08-22
77010,Bojan,Peroz,Senior Engineer,2000-08-22,9999-01-01
77014,Barry,Redmiles,Technique Leader,1986-04-25,9999-01-01
77019,Nalini,Kropp,Senior Staff,1995-01-13,9999-01-01
77024,Fox,Ebeling,Engineer,1989-10-21,1991-03-10
77036,Miquel,Marrakchi,Senior Staff,1990-07-22,9999-01-01
77039,Susanta,Walston,Engineer,1987-02-25,1994-02-25
77039,Susanta,Walston,Senior Engineer,1994-02-25,9999-01-01
77040,Yongdong,Gecseg,Technique Leader,1989-12-26,2002-04-12
77042,Pranas,Barbanera,Engineer,1989-05-10,1996-05-10
77042,Pranas,Barbanera,Senior Engineer,1996-05-10,1999-10-13
77043,Shaibal,Argence,Senior Staff,1987-12-16,9999-01-01
77044,Gil,Zucker,Senior Staff,2001-12-27,9999-01-01
77044,Gil,Zucker,Staff,1996-12-27,2001-12-27
77046,Geoffry,Slutz,Staff,2000-01-08,9999-01-01
77052,Pohua,Hagimont,Engineer,1999-07-11,9999-01-01
77053,Lihong,Savasere,Senior Engineer,1998-07-18,2001-01-04
77055,Sashi,Oehlmann,Engineer,1991-07-31,2000-07-30
77055,Sashi,Oehlmann,Senior Engineer,2000-07-30,9999-01-01
77059,Garnik,Slobodova,Senior Staff,1996-07-29,9999-01-01
77059,Garnik,Slobodova,Staff,1987-07-30,1996-07-29
77060,Menkae,Kleiser,Engineer,1999-01-29,9999-01-01
77064,Hauke,Simmen,Senior Staff,1991-01-02,1992-07-05
77067,Cheong,Tokunaga,Engineer,1985-06-02,1992-06-02
77067,Cheong,Tokunaga,Senior Engineer,1992-06-02,9999-01-01
77068,Leucio,Rattan,Engineer,1988-12-04,1993-12-04
77068,Leucio,Rattan,Senior Engineer,1993-12-04,9999-01-01
77072,Isaac,Winter,Engineer,1991-10-19,1999-10-19
77072,Isaac,Winter,Senior Engineer,1999-10-19,9999-01-01
77075,Steen,Picaronny,Senior Staff,1990-07-28,9999-01-01
77077,Zengping,Peral,Technique Leader,1998-08-01,9999-01-01
77078,Yannik,Vakili,Engineer,1995-11-20,2001-02-02
77081,Rance,Fritzsche,Senior Staff,1994-06-17,9999-01-01
77081,Rance,Fritzsche,Staff,1986-06-17,1994-06-17
77083,Satoru,Vingron,Senior Staff,1990-01-11,1998-03-26
77084,Gao,Siegrist,Staff,1998-11-15,9999-01-01
77089,Renee,Wrigley,Engineer,1988-08-25,1997-08-25
77089,Renee,Wrigley,Senior Engineer,1997-08-25,9999-01-01
77092,Atilio,Baca,Staff,1987-09-20,1992-03-22
77100,Mihalis,Baaleh,Senior Engineer,1986-12-25,9999-01-01
77102,Gad,Hettesheimer,Senior Staff,1993-08-07,9999-01-01
77102,Gad,Hettesheimer,Staff,1985-08-07,1993-08-07
77106,Shuho,Perri,Engineer,1996-10-06,9999-01-01
77107,Adhemar,Lupu,Staff,1998-06-05,2001-04-19
77110,Rasiah,Stanger,Senior Staff,1996-09-09,9999-01-01
77110,Rasiah,Stanger,Staff,1989-09-09,1996-09-09
77116,Elrique,Staylopatis,Engineer,1991-01-03,1991-03-16
77118,Tristan,Marwedel,Engineer,1989-04-20,1994-04-20
77118,Tristan,Marwedel,Senior Engineer,1994-04-20,9999-01-01
77122,Sreekrishna,Mandell,Engineer,1996-11-21,9999-01-01
77125,LiMin,Rullman,Staff,1999-03-05,9999-01-01
77129,Jaques,Zaiane,Senior Staff,2002-03-12,9999-01-01
77129,Jaques,Zaiane,Staff,1994-03-12,2002-03-12
77133,Shahab,Genin,Senior Staff,1998-03-13,9999-01-01
77137,Avishai,Stanfel,Technique Leader,1991-03-06,9999-01-01
77138,Haldun,Karner,Staff,1997-12-04,9999-01-01
77139,Sanjiv,Wolniewicz,Senior Staff,1997-09-11,9999-01-01
77139,Sanjiv,Wolniewicz,Staff,1991-09-12,1997-09-11
77141,Shahab,Krzyzanowski,Staff,1997-02-02,9999-01-01
77143,Oddvar,Kaiser,Engineer,1994-12-13,1999-12-13
77143,Oddvar,Kaiser,Senior Engineer,1999-12-13,9999-01-01
77144,Gill,Milicia,Senior Staff,1992-08-17,9999-01-01
77145,Shooichi,Terlouw,Assistant Engineer,1999-01-12,9999-01-01
77147,Elrique,Baez,Engineer,1999-12-13,9999-01-01
77159,Naftaly,Awdeh,Senior Staff,2000-11-11,9999-01-01
77159,Naftaly,Awdeh,Staff,1994-11-12,2000-11-11
77168,Mihalis,Hofstetter,Staff,1997-03-20,1998-01-10
77173,Sachem,Merey,Senior Staff,1987-12-18,9999-01-01
77177,Nechama,Suwa,Engineer,1994-12-06,1999-12-06
77177,Nechama,Suwa,Senior Engineer,1999-12-06,9999-01-01
77179,Gonzalo,Garigliano,Staff,1999-04-20,9999-01-01
77181,Aiman,Irland,Senior Engineer,1997-08-04,9999-01-01
77183,Isaac,Schueller,Staff,1996-07-26,2001-06-14
77184,Vatsa,Kusakari,Senior Engineer,1986-03-26,9999-01-01
77186,Irene,Crooks,Senior Staff,1993-10-27,9999-01-01
77186,Irene,Crooks,Staff,1985-10-27,1993-10-27
77193,Keiichiro,Benzmuller,Assistant Engineer,1993-11-22,2001-11-22
77193,Keiichiro,Benzmuller,Engineer,2001-11-22,9999-01-01
77195,Owen,Birrer,Senior Staff,1992-10-13,9999-01-01
77195,Owen,Birrer,Staff,1987-10-14,1992-10-13
77196,Lillian,Benner,Senior Staff,1993-03-13,9999-01-01
77196,Lillian,Benner,Staff,1985-03-13,1993-03-13
77197,Ibibia,Bridgland,Staff,1998-09-11,9999-01-01
77201,Kiyotoshi,Butner,Staff,1999-12-13,9999-01-01
77203,Dante,Oppitz,Senior Engineer,1999-09-30,9999-01-01
77205,Toshiki,Nivat,Senior Staff,1994-01-13,9999-01-01
77208,Bartek,Malabarba,Technique Leader,1999-11-23,9999-01-01
77211,Kasturi,Msuda,Senior Staff,1998-12-24,9999-01-01
77212,Shaowen,Einsfeld,Technique Leader,1998-11-24,9999-01-01
77214,Fumitake,Kulisch,Staff,1992-09-11,1995-02-18
77218,Zhilian,Hettesheimer,Engineer,1997-02-10,9999-01-01
77225,Tomokazu,Cannard,Engineer,1986-06-04,1994-06-04
77225,Tomokazu,Cannard,Senior Engineer,1994-06-04,9999-01-01
77230,Hyuncheol,Varman,Staff,1991-02-26,1995-02-28
77231,Yuqun,Luft,Engineer,1988-12-07,1995-12-08
77231,Yuqun,Luft,Senior Engineer,1995-12-08,9999-01-01
77232,Kinh,Krogh,Senior Staff,1994-11-13,9999-01-01
77232,Kinh,Krogh,Staff,1985-11-13,1994-11-13
77234,Kazuhisa,Krohm,Engineer,1986-05-01,1991-05-01
77234,Kazuhisa,Krohm,Senior Engineer,1991-05-01,9999-01-01
77235,Nechama,Kilgour,Staff,1998-10-03,9999-01-01
77238,Eberhardt,Beausoleil,Senior Engineer,1991-11-23,9999-01-01
77239,Gregory,Lubachevsky,Engineer,1995-08-13,9999-01-01
77241,Uri,Sommen,Engineer,1992-07-24,1997-07-24
77241,Uri,Sommen,Senior Engineer,1997-07-24,9999-01-01
77244,Garnet,Docker,Staff,1997-01-18,9999-01-01
77245,Susanta,Baer,Assistant Engineer,1990-09-10,1995-09-10
77245,Susanta,Baer,Engineer,1995-09-10,2000-09-09
77245,Susanta,Baer,Senior Engineer,2000-09-09,9999-01-01
77247,Rajmohan,Luiz,Engineer,1988-08-16,1990-04-08
77250,Premal,Rothe,Senior Engineer,1999-07-27,9999-01-01
77256,Sreekrishna,Zolotykh,Engineer,1992-04-30,1998-04-30
77256,Sreekrishna,Zolotykh,Senior Engineer,1998-04-30,2002-05-26
77263,Arto,Keustermans,Senior Staff,1995-09-30,9999-01-01
77263,Arto,Keustermans,Staff,1988-09-29,1995-09-30
77264,Monique,Suomi,Staff,1998-03-05,9999-01-01
77266,Junichi,Dechter,Assistant Engineer,1991-05-01,1999-05-01
77266,Junichi,Dechter,Engineer,1999-05-01,2000-06-11
77269,Yuguang,Penz,Senior Staff,1995-08-27,9999-01-01
77269,Yuguang,Penz,Staff,1989-08-27,1995-08-27
77272,Xinglin,Hambrick,Staff,1997-09-03,9999-01-01
77279,Xuejun,Burnard,Staff,1997-08-31,9999-01-01
77289,Xiaobin,Katiyar,Senior Staff,1996-06-10,9999-01-01
77289,Xiaobin,Katiyar,Staff,1990-06-11,1996-06-10
77290,Sreenivas,Koblick,Engineer,1991-06-20,1999-04-23
77292,Berhard,Roccetti,Assistant Engineer,1995-01-25,2002-01-25
77292,Berhard,Roccetti,Engineer,2002-01-25,9999-01-01
77295,Weijing,Taubman,Senior Staff,1993-06-17,9999-01-01
77295,Weijing,Taubman,Staff,1985-06-17,1993-06-17
77297,Wanqing,Zumaque,Staff,1999-04-14,9999-01-01
77299,Kazuhisa,Beausoleil,Staff,1987-03-12,1989-02-07
77302,Lihong,Reinhart,Engineer,1985-12-29,1994-12-29
77302,Lihong,Reinhart,Senior Engineer,1994-12-29,9999-01-01
77304,Bluma,Guardalben,Staff,1996-08-18,9999-01-01
77309,Gay,Gewali,Engineer,1994-03-03,2002-03-03
